episode,reward
0.000000000000000000e+00,1.279667363468284247e+00,1.782441700960219588e+00,2.046796163638108013e+00,3.745203246074302328e+00,7.715775127658794474e+00,4.584277582679360030e+00,8.913112166362402888e+00,1.269640320833243585e+01,3.879322672986260656e+00,1.818306590774000808e+00
1.000000000000000000e+00,4.913118245382062987e+00,4.512073739913874171e+00,1.899378051675284285e+00,3.332710609457763429e+00,2.499378051675284151e+00,9.612832860099421950e+00,4.832410636224288680e+00,6.135600263510291974e+00,1.258154993929613141e+01,2.118315462896295021e+00
2.000000000000000000e+00,3.832512457550527607e+00,2.845572513084688282e+00,6.143843629544466722e+00,1.741109690821362932e+01,4.765973730438224365e+00,1.279667363468284247e+00,3.766091653367630521e+00,7.285918960352383955e+00,5.245248046751507687e+00,9.119156695885074271e+00
3.000000000000000000e+00,3.979779631764990278e+00,3.745989339652927352e+00,6.564010585159547162e+00,1.247788889062128881e+01,4.918327898405535414e+00,6.530200438505300298e+00,1.683123683189564446e+01,7.612640055681382023e+00,1.577698290712931595e+01,1.211544334202443096e+01
4.000000000000000000e+00,1.149627885429870311e+01,7.313112166125755209e+00,1.884900306540033155e+00,1.913462830304775153e+00,1.056927727919474336e+01,3.846035860274026774e+00,1.121415933475433135e+01,4.313112965098323315e+00,1.144680143006698003e+01,5.746128503620789196e+00
5.000000000000000000e+00,1.131094468239156470e+01,3.646173440222251205e+00,5.019778575708242485e+00,1.731021129344555654e+00,4.400350560552458212e+00,5.046446298431656707e+00,2.746796163638108634e+00,7.299425814792474654e+00,7.215822660889828377e+00,2.113000696801617728e+00
6.000000000000000000e+00,2.046796163638108013e+00,3.464314365523245787e+00,1.205354772752659187e+01,1.234385605350069959e+01,6.785488505036880724e+00,7.745686136352979645e+00,7.414952426096986571e+00,8.352248655258385668e+00,1.913000696801617329e+00,1.659797256774387364e+01
7.000000000000000000e+00,1.985968088182361813e+00,1.118535944170246843e+01,3.298755370909439488e+00,3.681634699016368639e+00,1.879667363468283892e+00,2.913158342536705359e+00,9.035724779214977076e+00,2.046796163638108013e+00,6.684522591623487386e+00,3.046491675870038662e+00
8.000000000000000000e+00,5.014962234678608688e+00,8.513508102319551796e+00,2.615152751718595514e+00,3.978740568497743713e+00,4.779317392702511214e+00,7.779818942005428006e+00,1.871216799639304895e+01,6.779784204644359491e+00,3.012696103475125398e+00,1.054571773046819239e+01
9.000000000000000000e+00,3.979313079982054635e+00,5.999236043199202228e+00,6.479612506986049958e+00,6.299649347879344496e+00,1.374442253773247380e+01,9.478848998117587854e+00,5.679779631764990455e+00,3.579202726624439279e+00,1.224549799443786036e+01,6.198842252318625512e+00
1.000000000000000000e+01,6.612103421837891126e+00,1.815775034293553025e+00,9.579307930287292550e+00,2.709654205085195500e+01,9.279189755346337165e+00,4.651661043952660890e+00,6.546497047721976159e+00,5.579778936418984259e+00,8.012497391166562011e+00,9.547866652244955787e+00
1.100000000000000000e+01,4.912495962803130389e+00,5.780168807211879312e+00,7.879778924360619996e+00,4.046451578715396735e+00,9.231060544771951371e+00,1.979507214392524972e+00,1.214597338425626560e+01,6.546445511517451799e+00,2.748486085051928818e+00,1.292960345455320947e+01
1.200000000000000000e+01,3.482123464041944505e+00,3.413041936404774379e+00,4.597378027959413416e+00,9.852176155564686511e+00,1.237775409028427731e+01,5.153112130683116021e+00,1.328643271601153941e+01,5.879316697356504307e+00,2.046796163638108013e+00,6.513119044354631626e+00
1.300000000000000000e+01,9.846750696456108898e+00,2.830716641576485948e+00,8.196866815172851872e+00,4.713153062252966485e+00,1.245108140541811359e+01,1.044597350871278429e+01,1.291311216430069742e+01,1.344945216539457000e+01,9.113159127653867486e+00,4.086428873584443622e+00
1.400000000000000000e+01,3.046491675870038662e+00,7.914953407511905681e+00,7.118309416221350716e+00,4.632988748410620694e+00,6.845044839929729008e+00,8.578834717919093578e+00,2.952638929726085770e+00,2.934167403830828302e+00,9.882110253951829293e+00,1.880129496971442160e+00
1.500000000000000000e+01,5.479348152399053262e+00,1.091315295700730914e+01,2.800749795989465163e+00,3.833704858200301047e+00,5.365039202224329173e+00,2.979354294769780864e+00,7.582091035193266215e+00,4.230260649016890362e+00,2.984911045254845074e+00,1.004597441164111160e+01
1.600000000000000000e+01,8.115225046598288472e+00,6.413113056666522205e+00,7.745973627640465153e+00,3.819778575708242752e+00,9.200848789743416134e+00,2.153097444983091524e+00,1.291311225613301872e+01,1.061977882604092471e+01,1.946334030134950988e+00,1.171311217797090620e+01
1.700000000000000000e+01,6.486445460172845401e+00,7.913152263280398557e+00,6.982402311209947143e+00,7.797337143890564981e+00,3.930676544421843221e+00,7.981468845737474282e+00,1.177981892812248432e+01,2.518222912332828134e+00,1.373067115895168655e+01,1.011316371256406121e+01
1.800000000000000000e+01,6.513112178184118584e+00,5.948535757843769645e+00,2.779825009203372499e+00,4.819156293129309709e+00,4.746486395586300588e+00,2.013462830304774798e+00,3.046491675870038662e+00,1.391316284122890856e+01,4.912640986066762139e+00,4.819766016381739959e+00
1.900000000000000000e+01,8.015429740378538170e+00,3.313118245382062454e+00,5.282740213098543691e+00,2.313158342536705270e+00,9.930670463368491241e+00,5.646450883369388940e+00,2.851577711921511327e+00,9.179778950092817524e+00,2.053097444983091879e+00,1.846796163638108723e+00
2.000000000000000000e+01,1.846796163638108723e+00,7.979830185651438867e+00,5.919778826537145378e+00,1.925154194220665715e+01,3.646836260792751361e+00,3.646836260792751361e+00,2.013067046492471235e+01,1.967500737164161739e+00,1.304645228587894579e+01,1.637978411328109374e+01
2.100000000000000000e+01,1.731021129344555654e+00,4.846446298431656530e+00,3.046491675870038662e+00,7.746445499459087891e+00,7.613117446409493283e+00,7.782091732127206285e+00,1.114520132398760843e+01,1.178274011991077153e+01,8.379778831204490075e+00,2.213158342536705625e+00
2.200000000000000000e+01,1.184675069624652011e+01,3.582097116037507245e+00,7.079779735391551476e+00,7.779461050039921943e+00,1.638209174236044063e+01,8.646755267510897625e+00,4.313112965098323315e+00,4.182091835753768194e+00,8.019778827043298364e+00,4.913153062252966663e+00
2.300000000000000000e+01,1.051607344100464481e+01,5.686445493203811985e+00,7.764003808969299314e+00,5.446750090853719861e+00,1.105309937948386967e+01,6.886445497047414932e+00,5.715424473741094857e+00,1.424611587313826533e+01,1.531542445988159429e+01,2.213158342536705625e+00
2.400000000000000000e+01,2.046796163638108013e+00,8.380170301767101648e+00,5.246836956138757557e+00,1.106928872845134926e+01,8.767515172532657886e+00,8.779779528347539497e+00,5.380169685694283110e+00,5.913152366906959223e+00,1.180129496971441982e+00,2.877983018403186577e+01
2.500000000000000000e+01,5.513423428496138534e+00,3.285692080204560384e+00,5.280168898780077669e+00,5.930670568792097974e+00,3.882751469012028167e+00,2.648803879858816490e+00,6.516073454863677838e+00,4.582097811383514241e+00,7.513117563682352618e+00,1.531913322648829379e+01
2.600000000000000000e+01,4.915425169087100699e+00,5.913113056666522205e+00,7.552475852808290924e+00,2.779825009203372499e+00,7.379779736979485527e+00,1.251311285964361630e+01,9.279779723096542199e+00,1.191315295680230157e+01,2.779507214392524794e+00,5.546755371137458646e+00
2.700000000000000000e+01,5.813152970684767773e+00,2.779825009203372499e+00,2.085220582251457699e+01,2.046796163638108013e+00,1.284940677452366486e+01,2.117935789709462213e+01,3.879784912048728884e+00,3.582097116037507245e+00,1.844945832257278795e+01,4.046451578715396735e+00
2.800000000000000000e+01,1.378210841496872874e+01,1.121270188887066332e+01,1.358008859901609533e+01,8.779819019927330714e+00,1.026404401110178988e+01,9.952375148760470580e+00,3.852374894020152762e+00,4.646755371137459178e+00,2.061265174357950869e+01,1.811501330592075476e+01
