Episode,Discounted Reward
0,52.932457064102366
1,50.787000745386756
2,31.92064789323684
3,14.06596513802484
4,43.017240366713764
5,19.160030055869335
6,27.79848813881547
7,19.54115444269608
8,49.185590723651316
9,46.6273163371952
10,28.73025714833499
11,28.387258793589154
12,19.904041300216683
13,23.47524440163506
14,19.668511899627145
15,36.36077056859304
16,49.15248573757521
17,40.92057181163237
18,16.74213482273943
19,14.924335940323619
20,18.947804871951224
21,30.0965699879666
22,40.44435084735322
23,13.443196723627809
24,17.61445059643442
25,9.095954283608387
26,23.782680114125874
27,49.567050678914676
28,43.30795410370585
29,32.49762759811092
30,28.35216778242389
31,45.51001694319256
32,54.838303940157026
33,21.324183700852398
34,33.94891986623573
35,31.26196858252905
36,8.234060665582094
37,46.78492385857663
38,40.68124342536982
39,48.9022497329366
40,18.163441234433975
41,9.131527920374864
42,11.352593575386887
43,18.46158225662472
44,9.153125639185268
45,15.187315644134616
46,44.504568772262004
47,23.23438095648092
48,12.566960804429419
49,33.3706695466479
50,27.793055445054478
51,33.74499979039533
52,27.70533906319855
53,19.132869008361222
54,9.549520964028407
55,9.696691142409017
56,44.43840851644169
57,16.858540641806602
58,8.240957439201004
59,46.991815226621554
60,22.169233623910426
61,24.51951418857298
62,27.95699970850105
63,22.373645515726235
64,23.023864959986316
65,13.9032031940998
66,9.13516627170629
67,22.22907748439111
68,29.191587343026875
69,18.063297560332863
70,29.73244356553749
71,41.482285515632476
72,63.99435977503794
73,31.609178327776824
74,16.726554899020975
75,37.47230263210213
76,59.79536369598385
77,9.885810481128338
78,26.99147220199959
79,31.945099066565096
80,46.38994732258711
81,37.735156382979405
82,38.35232675572149
83,28.779153930365297
84,39.01500372265771
85,12.343308913971711
86,13.850457632676562
87,45.432299267333306
88,22.03043635366758
89,44.26021749263026
90,32.28544702569515
91,51.46287012919099
92,21.289253290580007
93,13.733965490620513
94,31.949357852333673
95,24.240889173747192
96,31.784655991593958
97,24.91650043061319
98,34.37747284548293
99,43.18808190209029
100,40.24295463180357
101,34.63224763773499
102,30.019715983103072
103,20.66537511662474
104,42.263312100952334
105,43.65675943105033
106,18.428820545275684
107,38.42398470009327
108,25.250451255980764
109,57.622856067970616
110,14.65377848721896
111,43.67512272598194
112,24.413486416635685
113,33.452333020735544
114,45.28385744604293
115,40.34740500806624
116,40.46157111224194
117,48.91594740289882
118,34.10770014983431
119,40.76037748602664
120,52.910556809248625
121,60.52947285900815
122,13.477712634045249
123,48.25473667149371
124,70.79929591058355
125,79.72890833251205
126,56.876029945827995
127,45.43753755190524
128,34.71753954219027
129,29.78801970227609
130,88.0600306549205
131,51.11650516802452
132,48.581853635842016
133,65.0701170537586
134,39.72687033403898
135,39.22499700217606
136,81.84910378604454
137,79.52778030194668
138,64.81682326264608
139,65.1801494686803
140,68.0640940237319
141,69.28093454441913
142,71.00418466095071
143,55.36514513578865
144,56.33522217738482
145,72.82933855447813
146,21.126033148800392
147,21.63322224809388
148,51.60641768243551
149,25.48108992144301
150,32.571713711569416
151,21.447338323395435
152,53.198741880882956
153,48.881622994766914
154,69.6191541858942
155,56.38365198483712
156,66.82536849444624
157,30.942736570869748
158,27.7446866304919
159,81.53090018154874
160,17.998222669708607
161,25.57519380049554
162,57.352036002334636
163,37.06791983409425
164,25.446609769838563
165,22.824780932230606
166,37.255386635683855
167,41.67852675839411
168,31.12905935345005
169,69.09953081465162
170,47.29058934786223
171,28.156316645413185
172,28.21881044994271
173,19.901448403343437
174,73.39566933871548
175,29.462771611427392
176,57.44363729659741
177,26.603945577750828
178,57.894768650609734
179,47.36536277740622
180,55.94354065658506
181,54.627895284482726
182,61.77596024802408
183,79.59915005393357
184,24.462465264748865
185,84.3011586619045
186,78.15220054174684
187,24.054884144646536
188,85.88757614604347
189,69.77312860133647
190,68.11728877985051
191,68.57279740672152
192,55.642192451745444
193,74.90449885893544
194,57.63989600889335
195,76.47076743294345
196,39.12137243602603
197,82.4688771414842
198,53.64233465851606
199,36.36130119032271
200,75.3444423143565
201,31.103055956197085
202,67.23708479050663
203,41.76889771594417
204,67.62651057481825
205,48.75201063504499
206,72.74581238888254
207,50.544138938760945
208,66.81234665698874
209,79.51067441375949
210,64.84877888120829
211,73.59166781640114
212,44.340531462362186
213,61.68348877209739
214,51.897522490070976
215,72.80534388904735
216,48.043562943667915
217,82.47417278720994
218,84.13298502632502
219,72.07744105960913
220,46.510719399537635
221,66.13178885454478
222,31.547259756766852
223,26.537655822864895
224,26.425826488588875
225,74.7539757366155
226,65.2702624862327
227,63.80211594212523
228,68.73189399247845
229,36.423953250355346
230,52.45666148628591
231,53.815079080658265
232,59.70100998453493
233,74.80459868121656
234,75.2623314147614
235,74.33111943441591
236,58.1683875236638
237,82.56667870974226
238,64.84012939388954
239,87.2911504330246
240,73.35642526646444
241,74.81247284133151
242,44.29783915414592
243,28.842245400960437
244,68.36150251445947
245,68.34010777545522
246,68.0290896816176
247,57.98040425702312
248,78.65115096078696
249,31.041155757587678
250,60.39952958995564
251,53.14540068611931
252,65.31200167316841
253,76.57662313922081
254,82.61473083438186
255,66.08669441965284
256,66.04190865500247
257,51.51196248084714
258,21.616386814672154
259,35.31392831576839
260,20.055108452514048
261,29.216909969352937
262,75.04291878443662
263,76.18553705322323
264,63.397793502621006
265,60.168526530244115
266,73.46095220778108
267,40.915869704874844
268,21.580369505636796
269,73.02911980939184
270,29.501988298333824
271,76.78520689755851
272,33.220498465484724
273,41.07419485853775
274,63.609772887427525
275,74.61887866000086
276,78.49837498024225
277,43.19497156340017
278,43.84216541027187
279,79.1258320553077
280,69.08912432448165
281,78.25792259116749
282,76.13194331811371
283,42.751475135683314
284,57.81233281890737
285,78.42803505160937
286,59.044891670830346
287,77.44810484765543
288,79.53477968851082
289,64.85447184620374
290,39.28294602351865
291,73.61529140065807
292,76.08213537025001
293,75.84627287476128
294,54.041347164404165
295,76.12588522333269
296,73.80361901484792
297,71.44306848604732
298,51.13736566460096
299,64.42664110653925
300,76.95074333712405
301,49.95794212974288
302,70.95704747879095
303,57.34712473735892
304,70.8371239480284
305,39.71786669276726
306,55.39531044984227
307,32.66736000875279
308,77.5138170419992
309,74.09020938833784
310,72.14621015041078
311,21.339589912058607
312,63.3719934779725
313,48.5171645697522
314,76.65585150725892
315,22.676237498005552
316,42.76499188947338
317,69.37230510301606
318,70.7310383898696
319,79.5786908212045
320,73.04911419748079
321,71.56165997351646
322,19.501705256517354
323,30.24437143580348
324,75.92527386015975
325,77.18912003419247
326,57.419401620414575
327,77.27046592394908
328,43.450096440148656
329,75.7826581356209
330,72.31983231580779
331,63.6086977270852
332,78.4235764353815
333,43.98481455807558
334,74.00470911293228
335,71.1641959145303
336,72.42241467193725
337,55.12143467638318
338,76.54263151927447
339,72.04450897895595
340,11.58739319552383
341,63.87090989962389
342,75.21034062305434
343,60.879741949930654
344,32.23979718886294
345,50.13541668200026
346,74.13040749197793
347,76.59409107326847
348,37.979033688001984
349,75.84209044208541
350,76.44946197480789
351,73.24643288081636
352,75.11538681318976
353,72.54380101815467
354,69.63471028836393
355,78.15100613903935
356,35.538789678488264
357,75.7381320195792
358,75.30578365462482
359,75.80566189545603
360,75.86281831781535
361,29.66016015225178
362,71.46081288545112
363,31.83156796109753
364,74.34758794665736
365,83.28961674602027
366,75.44655061171424
367,70.97814084994181
368,75.7882033721785
369,73.02027781206628
370,78.16343445719494
371,42.805120154251284
372,73.92837589576769
373,76.03191446293161
374,71.47042574552817
375,42.14895358263556
376,72.24785791859851
377,70.59409019900453
378,47.1441442079787
379,71.87781990785736
380,43.75161207205867
381,21.929264769638195
382,17.37336061482724
383,79.44058401897325
384,73.47556307887746
385,74.26521480295578
386,74.27678826550512
387,76.9767181792449
388,76.55691598874272
389,77.60252087111182
390,58.07896890464988
391,77.99926471445843
392,72.33494019213249
393,71.58509012574903
394,46.23812393170852
395,25.590636670308623
396,72.2028295683618
397,54.347332108107864
398,73.44441602662589
399,72.09653489481657
400,69.87249558555357
401,56.72688933005504
402,29.481020523155053
403,72.65877117363333
404,75.58979321532709
405,55.21870642595361
406,75.78622082457412
407,60.66690510602567
408,52.927640372266225
409,67.05306213428615
410,61.56076650354238
411,52.97193281357433
412,74.69891739398754
413,65.90841838357792
414,51.494184696352164
415,51.36024043378274
416,74.8555478093284
417,72.86356095128909
418,72.51372588187674
419,71.63344396704711
420,78.00628776004723
421,78.52339689441894
422,71.04528915436362
423,34.22891383827647
424,29.812598127705467
425,54.43548533515907
426,58.77607761567663
427,64.50544108576209
428,30.660249108896416
429,77.5576563074109
430,55.738480807192055
431,32.822168676945886
432,68.67315967332921
433,58.690804110043494
434,73.5308967374965
435,73.54778000711474
436,76.45848280513691
437,75.06307631247844
438,73.2547290537506
439,55.34123217417304
440,73.86800778935219
441,41.45787854167306
442,76.73751582991122
443,68.57488218051066
444,47.67634053208026
445,73.61176816229472
446,70.1625498954578
447,73.39140538016026
448,74.78138755152682
449,68.46345192217039
450,74.55941266237232
451,70.25414341327156
452,74.0383281389039
453,73.56732030887602
454,43.190358184328154
455,73.03723760530502
456,26.587210401694374
457,78.47701178053859
458,71.18811089443841
459,65.20621561537162
460,62.27364741439655
461,74.0853465923778
462,72.58879010810054
463,31.802248869678568
464,31.675514271501854
465,42.80479744216427
466,78.05225625978483
467,70.41268686412143
468,64.08808898296087
469,75.64067784479774
470,66.89316264660319
471,62.58520274097449
472,76.39761817022874
473,71.00170565853637
474,74.54507106045821
475,15.784280040600875
476,52.118667035422185
477,70.40050607848664
478,65.30559094204779
479,57.84448617634323
480,41.73844876136339
481,79.22646978894963
482,75.1582870128492
483,20.021351740915293
484,77.61781561477109
485,82.41898143340201
486,27.84899149653231
487,58.822654560146255
488,36.371632731013364
489,69.13532476138897
490,57.6921196416116
491,76.29442255651549
492,77.60242075003366
493,75.90940134538582
494,64.75362744508939
495,57.05609528903054
496,77.26774963285906
497,27.557427833751532
498,74.19990876650886
499,27.116912373358108
500,53.70619459098604
501,48.04298624138256
502,73.68936250595665
503,37.54094370068799
504,65.12781619431067
505,54.98463820867087
506,78.95885264793596
507,75.21015663955471
508,68.62414641657698
509,40.92039987927639
510,71.64039558677078
511,17.035526678671147
512,68.54085884864895
513,59.8145297963161
514,70.73463362804662
515,71.48489847856155
516,55.944827388160604
517,80.2000230483961
518,43.737220655383034
519,56.67343977531707
520,79.56487988607807
521,57.497745035515834
522,73.29832219717304
523,68.65776844510721
524,80.70185345097521
525,52.809629666574075
526,53.89560955719135
527,66.59248724737792
528,26.495628031681914
529,73.21030649919689
530,62.65728229861501
531,75.10093483814173
532,50.17835412328898
533,31.655902046956875
534,67.53830741517302
535,79.37973774320011
536,73.03646268366889
537,79.34542064686991
538,77.24446377375972
539,35.5087556774681
540,79.00659000413214
541,76.50231593050621
542,41.50828979404459
543,79.79395897660741
544,57.74502849431298
545,80.65967698191974
546,74.83121539549555
547,79.64882318060924
548,61.34835723306996
549,76.78028650347683
550,77.45087510061819
551,32.527092026448365
552,80.3904142455222
553,43.461214421590604
554,79.4502258766468
555,79.80605465268289
556,80.5324505323413
557,73.85790511588854
558,72.53302250923608
559,77.54495214477109
560,68.71356370607847
561,79.49992674981193
562,79.60783593351778
563,40.93169931044207
564,40.59105996309369
565,59.60926345904603
566,72.12037405707632
