episode,reward
0.000000000000000000e+00,3.900045377438381866e+00,4.464944285125765688e+00,5.912640178671453306e+00,3.135326532533160737e+00,5.678364733668485265e+00,1.909696521805589953e+01,6.920221167207579072e+00,1.018403266875063018e+01,6.132166945382554246e+00,1.213000696801617373e+00
1.000000000000000000e+00,2.046334030134950854e+00,1.116231518391283295e+01,1.011106931168805900e+01,3.752614655000071853e+00,5.451805072413105968e+00,5.512540133195731329e+00,1.327705856830823095e+01,4.847031573333079990e+00,4.881826076019066818e+00,3.281876780298508045e+00
2.000000000000000000e+00,7.598846279628930667e+00,5.618414529077009334e+00,1.309877260841421887e+01,1.359726445295482122e+01,2.632044434686410916e+00,3.879825009203372588e+00,7.798758173764621660e+00,4.299954622561617867e+00,5.565942088534924892e+00,9.818433017519623718e+00
3.000000000000000000e+00,1.849108367626886240e+00,2.699063259604360887e+00,2.013000696801617195e+00,3.265377767191659952e+00,4.945973604704382076e+00,4.966091653367630698e+00,1.016808125913542682e+01,1.688209339361278438e+01,2.846020961436447116e+00,1.288025719011464076e+01
4.000000000000000000e+00,5.652931672224976722e+00,2.979354294769779976e+00,4.082935254045223950e+00,1.627982491763512485e+01,1.223209400958326221e+01,2.026330254439152156e+01,1.881819418385262344e+00,7.845066598811518688e+00,2.394260388479588642e+01,2.565378591649179363e+00
5.000000000000000000e+00,4.812646413315388116e+00,1.019624135546122545e+01,1.864800528377955402e+00,4.934661124749811556e+00,1.135124669999533964e+01,2.531467293046762990e+00,2.195142933320885703e+01,7.368033302672751361e+00,2.531467293046762990e+00,6.865419840632942083e+00
6.000000000000000000e+00,6.511531617347001699e+00,2.632752858208275537e+00,2.532045258315845704e+00,1.236484527194497041e+01,4.552001798715289205e+00,3.711799153432998377e+00,2.011488363982826755e+01,1.433417914010040839e+01,6.198542384849657694e+00,1.759392875885320251e+01
7.000000000000000000e+00,4.453508324129961338e+00,4.400014685700023520e+00,4.545829296136463249e+00,5.283199833441053705e+00,1.662782165193492645e+01,3.232710609457763784e+00,1.531540751864259420e+01,5.083601479139982615e+00,7.495926993562530782e+00,9.547636646493996793e+00
8.000000000000000000e+00,1.478471143600438964e+01,5.135022813446540546e+00,2.185028095297032902e+00,1.699378051675284107e+00,5.864847425091172184e+00,6.478694333795248284e+00,1.001195638600485083e+01,4.246796163638108190e+00,5.185592036571574859e+00,2.013000696801617195e+00
9.000000000000000000e+00,1.846796163638108723e+00,3.531774316584090023e+00,2.133178747712898371e+01,6.786841657463294375e+00,8.517112329369814105e+00,6.196904836687524565e+00,8.317703217785116010e+00,3.511799153432998644e+00,2.089428517619670345e+01,4.534175016784576684e+00
