episode,reward
0.000000000000000000e+00,3.699021824386675483e+00,4.349412855394955812e+00,9.202028226844005232e+00,5.444785888587564848e+00,5.086531102497280799e+00,4.712650726035843896e+00,2.533333333333333215e+00,7.613506563108721537e+00,1.915152751718595558e+00,1.687731785495933678e+01,1.732132024647038637e+00,6.512067400285918239e+00,1.313462830304775064e+00,1.590911797885528145e+01,1.800000000000000044e+00
1.000000000000000000e+00,7.632160379699816311e+00,1.209686501700984707e+01,4.119316336645737486e+00,1.799377276904825074e+00,8.280307056507302477e+00,1.881819418385262344e+00,4.711494560024095613e+00,2.143139512829212734e+01,8.178689022029450584e+00,5.013112965098323492e+00,2.013000696801617195e+00,3.896418656019146720e+00,8.412075586524110804e+00,6.550039765557729154e+00,7.600000093156131342e+00
2.000000000000000000e+00,1.898711101353077746e+00,1.384533472696041834e+01,4.835605440167467961e+00,1.384679970758355338e+01,5.778694333795248106e+00,4.414544597973929285e+00,2.420991097684914450e+01,3.013158342536705447e+00,5.099693102133581846e+00,4.799425705959586175e+00,6.632753169804467497e+00,1.406152540629696546e+01,1.395321344153683718e+01,5.116635601930736854e+00,3.630676544421843399e+00
3.000000000000000000e+00,1.231764308050933110e+01,5.578536110215907229e+00,1.980129496971441805e+00,4.432983468126882265e+00,7.345984221803582237e+00,8.732450400527170586e+00,6.266661386382928356e+00,5.882097207605705869e+00,4.812642139465851621e+00,8.219665376993502193e+00,8.928939278947618519e+00,4.578856429045265131e+00,1.637781051444732938e+01,2.782137213192149794e+00,6.651478857067191441e+00
4.000000000000000000e+00,1.103071489260115712e+01,1.732710610238158422e+00,5.046446298431656707e+00,4.332086507300375366e+00,1.071769475776374136e+01,2.615152751718595514e+00,5.913117550036056436e+00,1.534463869534901193e+01,1.204799638454249866e+01,3.331510636864725594e+00,6.112085160906921111e+00,4.881246685460273405e+00,7.597693783699330794e+00,4.233373430487976208e+00,1.559828339120049101e+01
5.000000000000000000e+00,2.648485644211030277e+00,6.544585184285348411e+00,9.431400225140805560e+00,1.681633319818632089e+01,4.649103087343148033e+00,6.686491792256843425e+00,8.201424396216692614e+00,3.398755931239632044e+00,1.029808048580681223e+01,6.214866398078648935e+00,7.764221293508522415e+00,5.851568142721374599e+00,1.979667363468284202e+00,1.913000696801617773e+00,7.278850237081106123e+00
6.000000000000000000e+00,1.733333333333333393e+00,4.013118245382062632e+00,5.512648262586560932e+00,5.664009877755177058e+00,7.378910319202665491e+00,2.046796163638108013e+00,3.952649669979070968e+00,2.730254224657066686e+00,1.118098498949526665e+01,6.412182412169013190e+00,1.454649988683152273e+01,2.846334030134951121e+00,1.882441700960219455e+00,5.851650408311438234e+00,2.666666666666666963e+00
7.000000000000000000e+00,4.612646413315388827e+00,5.246029436808458790e+00,1.252972620039538754e+01,5.046446298431656707e+00,9.468358321135630362e+00,3.913118245382062543e+00,7.979825022849667882e+00,3.746796163638108190e+00,1.024525368636276568e+01,4.432349701554507249e+00,2.846334030134951121e+00,2.251095260460490621e+01,1.626897288113858053e+01,7.332348888435307188e+00,1.298274019924313727e+01
8.000000000000000000e+00,8.133327267723322151e+00,2.747819937835262571e+00,1.393270960302401562e+01,7.078490732777524386e+00,1.334596598175452442e+01,2.886881754617937723e+00,4.685820835868610423e+00,1.748486085051929040e+00,2.946491675870039018e+00,8.913112166125754854e+00,1.506029480587022995e+01,7.313112166125755209e+00,4.712495962803130212e+00,7.979552180813898055e+00,3.945504676199669714e+00
9.000000000000000000e+00,1.461216810689873213e+01,1.279667363468284247e+00,2.127978786863354088e+01,3.499695512231930206e+00,3.514572997843532498e+00,4.812650726035844428e+00,7.612953314904330249e+00,2.498133959713429775e+00,4.646796163638108546e+00,1.021968177489474172e+01,9.248480107797274030e+00,6.930670568792097086e+00,1.268477434220990929e+01,2.019667056173686248e+00,1.807950956573650103e+01
1.000000000000000000e+01,1.356704336539512390e+01,7.552640072632444301e+00,3.366666666666667140e+00,1.081311216615691784e+01,3.979313079982054635e+00,8.284224965706448174e+00,7.298568437971818312e+00,2.753097444983091613e+00,2.358244778204528203e+01,1.487795315305870325e+01,3.179825009203371966e+00,5.779784912048729240e+00,7.346450883369389118e+00,8.852487810869677176e+00,2.532710610238158466e+00
1.100000000000000000e+01,1.251248955973215260e+01,3.232131297184751340e+00,2.717641140912874231e+00,7.945868951994469853e+00,3.913118245382062543e+00,8.348178011563515355e+00,5.178745704086553658e+00,6.878684561342536696e+00,4.112640986066761428e+00,4.480129496971441583e+00,1.588550926710134270e+01,1.066405077571059579e+01,7.715229258442089844e+00,6.845973512004785988e+00,4.966043942791096732e+00
1.200000000000000000e+01,1.027932073212490671e+01,2.274853675499584682e+01,2.113158342536705980e+00,2.515775034293552537e+00,1.979667363468284202e+00,6.046445603085650156e+00,1.198551550342695826e+01,1.245250144036685391e+01,6.715781101491496763e+00,6.412838641016847419e+00,1.147900513480998441e+01,6.666043942791096910e+00,1.677930693991736177e+01,4.612656006319594049e+00,1.131203380104034650e+01
1.300000000000000000e+01,1.633333333333333304e+00,8.845973406789543247e+00,1.891168110424379023e+01,2.885609488786972765e+00,8.913456749460534567e+00,1.599999999999999867e+00,7.379778948477347278e+00,1.356639303924279538e+01,7.602661965568667135e+00,7.845554451032818122e+00,2.713000696801617373e+00,1.766044718341950759e+00,5.513462830304774798e+00,1.101264007321956306e+01,1.504618079358335159e+01
1.400000000000000000e+01,2.649108367626886285e+00,4.265421993118843957e+00,3.232710609457763784e+00,2.287709619444656539e+01,4.166050179576761714e+00,1.258161873574700707e+01,2.800737015021422582e+00,1.771217747533277276e+01,4.866712739451055647e+00,5.845448223661132481e+00,2.632044434686410916e+00,6.833332534360765820e+00,1.846796163638108723e+00,8.646796149782701946e+00,7.648285771488313678e+00
